CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,FIRST_NAME,GENDER_TOTAL_COUNT,GENDER_TOTAL_PERCENTAGE,GENDER_TOTAL_RANK,MEN+_COUNT,MEN+_PERCENTAGE,MEN+_RANK,MEN+_SYMBOL,WOMEN+_COUNT,WOMEN+_PERCENTAGE,WOMEN+_RANK,WOMEN+_SYMBOL
2021,"2021A000011124","01","Country","Canada","AADEN",500,0.0017,5869,465,0.0031,2789,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AAKASH",365,0.0012,7283,365,0.0025,3300,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AALIYAH",3250,0.0109,1416,,,,"...",3225,0.0216,758,""
2021,"2021A000011124","01","Country","Canada","AAMIR",785,0.0026,4121,720,0.0048,2002,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AANYA",420,0.0014,6610,,,,"...",420,0.0028,3633,""
2021,"2021A000011124","01","Country","Canada","AARAV",1705,0.0057,2293,1675,0.0113,1007,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AARIZ",335,0.0011,7742,330,0.0022,3564,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AARNA",280,0.0009,8758,,,,"...",280,0.0019,4898,""
2021,"2021A000011124","01","Country","Canada","AARON",34245,0.1149,174,33880,0.2279,91,"",370,0.0025,4004,""
2021,"2021A000011124","01","Country","Canada","AARTI",495,0.0017,5907,,,,"...",460,0.0031,3382,""
2021,"2021A000011124","01","Country","Canada","AARUSH",390,0.0013,6987,390,0.0026,3138,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AARYA",470,0.0016,6111,,,,"...",405,0.0027,3739,""
2021,"2021A000011124","01","Country","Canada","AARYAN",625,0.0021,4933,580,0.0039,2356,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AAYAN",820,0.0028,3987,745,0.005,1937,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AAYUSH",310,0.001,8181,310,0.0021,3729,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABAGAIL",350,0.0012,7507,,,,"...",335,0.0022,4298,""
2021,"2021A000011124","01","Country","Canada","ABBAS",1985,0.0067,2039,1895,0.0127,915,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABBEY",1865,0.0063,2138,,,,"...",1795,0.012,1147,""
2021,"2021A000011124","01","Country","Canada","ABBIE",1115,0.0037,3119,,,,"...",1065,0.0071,1700,""
2021,"2021A000011124","01","Country","Canada","ABBIGAIL",870,0.0029,3808,,,,"...",870,0.0058,2012,""
2021,"2021A000011124","01","Country","Canada","ABBY",6155,0.0207,903,,,,"...",6060,0.0406,468,""
2021,"2021A000011124","01","Country","Canada","ABBYGAIL",450,0.0015,6298,,,,"...",450,0.003,3440,""
2021,"2021A000011124","01","Country","Canada","ABD",315,0.0011,8080,295,0.002,3883,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDALLA",500,0.0017,5869,470,0.0032,2768,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDALLAH",1275,0.0043,2819,1240,0.0083,1297,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDEL",1060,0.0036,3240,1020,0.0069,1521,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELAZIZ",565,0.0019,5345,555,0.0037,2438,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELHAK",255,0.0009,9306,260,0.0017,4270,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELHAKIM",265,0.0009,9108,265,0.0018,4207,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELHAMID",340,0.0011,7662,335,0.0023,3520,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELKADER",665,0.0022,4676,665,0.0045,2126,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELKRIM",435,0.0015,6448,435,0.0029,2921,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELLAH",510,0.0017,5792,505,0.0034,2614,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELLATIF",365,0.0012,7283,370,0.0025,3264,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDELRAHMAN",480,0.0016,6023,475,0.0032,2741,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDERRAHIM",485,0.0016,5985,485,0.0033,2699,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDERRAHMANE",605,0.002,5053,605,0.0041,2280,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDI",915,0.0031,3667,770,0.0052,1897,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDIRAHMAN",735,0.0025,4357,710,0.0048,2020,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDOOL",275,0.0009,8885,270,0.0018,4148,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDOUL",405,0.0014,6789,405,0.0027,3064,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDOULAYE",560,0.0019,5382,560,0.0038,2421,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDUL",8555,0.0287,699,8450,0.0568,332,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDULAZIZ",520,0.0017,5720,520,0.0035,2561,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDULKADIR",330,0.0011,7827,320,0.0022,3650,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDULLA",390,0.0013,6987,355,0.0024,3358,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDULLAH",4925,0.0165,1033,4880,0.0328,469,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDULLAHI",750,0.0025,4297,720,0.0048,2002,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDULRAHMAN",1265,0.0042,2832,1255,0.0084,1285,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDUR",340,0.0011,7662,315,0.0021,3697,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABDURRAHMAN",270,0.0009,9003,270,0.0018,4148,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABE",1030,0.0035,3322,985,0.0066,1566,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABED",315,0.0011,8080,300,0.002,3825,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABEER",1120,0.0038,3111,275,0.0018,4079,"",840,0.0056,2070,""
2021,"2021A000011124","01","Country","Canada","ABEGAIL",280,0.0009,8758,,,,"...",275,0.0018,4962,""
2021,"2021A000011124","01","Country","Canada","ABEL",2690,0.009,1645,2605,0.0175,730,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABHAY",390,0.0013,6987,390,0.0026,3138,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABHIJIT",255,0.0009,9306,255,0.0017,4330,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABHINAV",725,0.0024,4404,725,0.0049,1990,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABHISHEK",1820,0.0061,2185,1820,0.0122,934,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABI",255,0.0009,9306,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABID",635,0.0021,4862,605,0.0041,2280,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABIDA",540,0.0018,5548,,,,"...",530,0.0035,3025,""
2021,"2021A000011124","01","Country","Canada","ABIGAEL",1025,0.0034,3332,,,,"...",995,0.0067,1790,""
2021,"2021A000011124","01","Country","Canada","ABIGAELLE",1045,0.0035,3278,,,,"...",1035,0.0069,1731,""
2021,"2021A000011124","01","Country","Canada","ABIGAIL",22345,0.075,280,,,,"...",22250,0.149,136,""
2021,"2021A000011124","01","Country","Canada","ABIGALE",495,0.0017,5907,,,,"...",490,0.0033,3240,""
2021,"2021A000011124","01","Country","Canada","ABIGAYLE",550,0.0018,5458,,,,"...",545,0.0037,2955,""
2021,"2021A000011124","01","Country","Canada","ABIMBOLA",300,0.001,8358,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABIODUN",270,0.0009,9003,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABIOLA",310,0.001,8181,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABIR",855,0.0029,3849,,,,"...",645,0.0043,2556,""
2021,"2021A000011124","01","Country","Canada","ABNER",505,0.0017,5826,465,0.0031,2789,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABRAHAM",4470,0.015,1121,4355,0.0293,508,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABRAM",1895,0.0064,2112,1850,0.0124,924,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABRAR",545,0.0018,5503,375,0.0025,3229,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABRIELLE",270,0.0009,9003,,,,"...",265,0.0018,5120,""
2021,"2021A000011124","01","Country","Canada","ABU",655,0.0022,4739,605,0.0041,2280,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABUBAKAR",310,0.001,8181,300,0.002,3825,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABUL",280,0.0009,8758,265,0.0018,4207,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ABY",375,0.0013,7153,,,,"...",285,0.0019,4835,""
2021,"2021A000011124","01","Country","Canada","ABYGAEL",390,0.0013,6987,,,,"...",390,0.0026,3860,""
2021,"2021A000011124","01","Country","Canada","ABYGAELLE",630,0.0021,4897,,,,"...",630,0.0042,2625,""
2021,"2021A000011124","01","Country","Canada","ABYGAIL",285,0.001,8652,,,,"...",285,0.0019,4835,""
2021,"2021A000011124","01","Country","Canada","ACACIA",395,0.0013,6924,,,,"...",385,0.0026,3895,""
2021,"2021A000011124","01","Country","Canada","ACE",905,0.003,3704,855,0.0058,1729,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ACHILLE",470,0.0016,6111,425,0.0029,2963,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ACHRAF",315,0.0011,8080,315,0.0021,3697,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADA",4265,0.0143,1177,,,,"...",4160,0.0279,631,""
2021,"2021A000011124","01","Country","Canada","ADAH",270,0.0009,9003,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADAIR",295,0.001,8460,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADALINE",645,0.0022,4804,,,,"...",645,0.0043,2556,""
2021,"2021A000011124","01","Country","Canada","ADALYN",980,0.0033,3463,,,,"...",970,0.0065,1837,""
2021,"2021A000011124","01","Country","Canada","ADALYNN",675,0.0023,4627,,,,"...",675,0.0045,2464,""
2021,"2021A000011124","01","Country","Canada","ADAM",67305,0.2259,45,66975,0.4505,26,"",335,0.0022,4298,""
2021,"2021A000011124","01","Country","Canada","ADAMA",385,0.0013,7044,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADAMO",745,0.0025,4322,720,0.0048,2002,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADAMS",965,0.0032,3503,560,0.0038,2421,"",405,0.0027,3739,""
2021,"2021A000011124","01","Country","Canada","ADAN",1010,0.0034,3375,860,0.0058,1723,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADARSH",250,0.0008,9426,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADDIE",285,0.001,8652,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADDISON",7375,0.0248,775,725,0.0049,1990,"",6655,0.0446,425,""
2021,"2021A000011124","01","Country","Canada","ADDISYN",440,0.0015,6395,,,,"...",435,0.0029,3537,""
2021,"2021A000011124","01","Country","Canada","ADDYSON",690,0.0023,4551,,,,"...",675,0.0045,2464,""
2021,"2021A000011124","01","Country","Canada","ADEEL",645,0.0022,4804,565,0.0038,2406,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADEL",2100,0.007,1946,1865,0.0125,921,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADELA",1225,0.0041,2895,,,,"...",1195,0.008,1561,""
2021,"2021A000011124","01","Country","Canada","ADELAIDA",395,0.0013,6924,,,,"...",390,0.0026,3860,""
2021,"2021A000011124","01","Country","Canada","ADELAIDE",2295,0.0077,1822,,,,"...",2285,0.0153,977,""
2021,"2021A000011124","01","Country","Canada","ADELARD",325,0.0011,7901,305,0.0021,3775,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADELE",7180,0.0241,792,,,,"...",7110,0.0476,403,""
2021,"2021A000011124","01","Country","Canada","ADELIA",615,0.0021,4993,,,,"...",610,0.0041,2704,""
2021,"2021A000011124","01","Country","Canada","ADELIE",385,0.0013,7044,,,,"...",385,0.0026,3895,""
2021,"2021A000011124","01","Country","Canada","ADELINA",1345,0.0045,2717,,,,"...",1335,0.0089,1426,""
2021,"2021A000011124","01","Country","Canada","ADELINE",3535,0.0119,1336,,,,"...",3510,0.0235,712,""
2021,"2021A000011124","01","Country","Canada","ADELINO",275,0.0009,8885,260,0.0017,4270,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADELLA",275,0.0009,8885,,,,"...",265,0.0018,5120,""
2021,"2021A000011124","01","Country","Canada","ADELLE",685,0.0023,4577,,,,"...",670,0.0045,2478,""
2021,"2021A000011124","01","Country","Canada","ADELYN",1065,0.0036,3225,,,,"...",1050,0.007,1712,""
2021,"2021A000011124","01","Country","Canada","ADELYNN",375,0.0013,7153,,,,"...",370,0.0025,4004,""
2021,"2021A000011124","01","Country","Canada","ADEM",800,0.0027,4051,725,0.0049,1990,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADEN",1845,0.0062,2159,1645,0.0111,1034,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADEOLA",335,0.0011,7742,,,,"...",255,0.0017,5232,""
2021,"2021A000011124","01","Country","Canada","ADHAM",480,0.0016,6023,440,0.003,2901,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADI",435,0.0015,6448,250,0.0017,4378,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADIB",320,0.0011,7980,305,0.0021,3775,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADIL",1685,0.0057,2322,1635,0.011,1041,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADINA",1210,0.0041,2925,,,,"...",1175,0.0079,1579,""
2021,"2021A000011124","01","Country","Canada","ADISON",410,0.0014,6724,,,,"...",310,0.0021,4548,""
2021,"2021A000011124","01","Country","Canada","ADITI",1005,0.0034,3387,,,,"...",975,0.0065,1826,""
2021,"2021A000011124","01","Country","Canada","ADITYA",1685,0.0057,2322,1655,0.0111,1025,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADLEY",305,0.001,8273,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADNAN",2680,0.009,1650,2570,0.0173,738,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADOLF",455,0.0015,6247,445,0.003,2881,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADOLFO",545,0.0018,5503,540,0.0036,2488,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADONIS",520,0.0017,5720,505,0.0034,2614,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADORA",405,0.0014,6789,,,,"...",375,0.0025,3960,""
2021,"2021A000011124","01","Country","Canada","ADRIA",775,0.0026,4162,,,,"...",705,0.0047,2377,""
2021,"2021A000011124","01","Country","Canada","ADRIAAN",350,0.0012,7507,330,0.0022,3564,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADRIAN",18800,0.0631,345,18435,0.124,167,"",365,0.0024,4052,""
2021,"2021A000011124","01","Country","Canada","ADRIANA",8025,0.0269,721,,,,"...",7995,0.0535,372,""
2021,"2021A000011124","01","Country","Canada","ADRIANE",400,0.0013,6860,,,,"...",325,0.0022,4403,""
2021,"2021A000011124","01","Country","Canada","ADRIANNA",2645,0.0089,1673,,,,"...",2630,0.0176,900,""
2021,"2021A000011124","01","Country","Canada","ADRIANNE",730,0.0024,4375,,,,"...",680,0.0046,2447,""
2021,"2021A000011124","01","Country","Canada","ADRIANO",2070,0.0069,1967,2055,0.0138,848,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADRIEL",875,0.0029,3789,770,0.0052,1897,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADRIEN",4770,0.016,1059,4620,0.0311,488,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ADRIENNE",5720,0.0192,944,,,,"...",5655,0.0379,489,""
2021,"2021A000011124","01","Country","Canada","AEDAN",550,0.0018,5458,500,0.0034,2635,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AFAF",450,0.0015,6298,,,,"...",435,0.0029,3537,""
2021,"2021A000011124","01","Country","Canada","AFFAN",310,0.001,8181,310,0.0021,3729,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AFIFA",255,0.0009,9306,,,,"...",250,0.0017,5293,""
2021,"2021A000011124","01","Country","Canada","AFNAN",320,0.0011,7980,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","AFSANEH",480,0.0016,6023,,,,"...",480,0.0032,3297,""
2021,"2021A000011124","01","Country","Canada","AFSHAN",465,0.0016,6146,,,,"...",440,0.0029,3507,""
2021,"2021A000011124","01","Country","Canada","AFSHIN",490,0.0016,5940,465,0.0031,2789,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AFTAB",400,0.0013,6860,355,0.0024,3358,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AFZAL",435,0.0015,6448,365,0.0025,3300,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AGAM",560,0.0019,5382,485,0.0033,2699,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AGANETHA",955,0.0032,3528,,,,"...",955,0.0064,1863,""
2021,"2021A000011124","01","Country","Canada","AGATA",980,0.0033,3463,,,,"...",950,0.0064,1871,""
2021,"2021A000011124","01","Country","Canada","AGATHA",1840,0.0062,2164,,,,"...",1835,0.0123,1123,""
2021,"2021A000011124","01","Country","Canada","AGATHE",3185,0.0107,1437,,,,"...",3170,0.0212,770,""
2021,"2021A000011124","01","Country","Canada","AGNES",9085,0.0305,673,,,,"...",8975,0.0601,351,""
2021,"2021A000011124","01","Country","Canada","AGNIESZKA",1385,0.0046,2654,,,,"...",1385,0.0093,1384,""
2021,"2021A000011124","01","Country","Canada","AGOSTINO",575,0.0019,5270,555,0.0037,2438,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AGUSTIN",675,0.0023,4627,635,0.0043,2202,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AH",610,0.002,5025,,,,"...",385,0.0026,3895,""
2021,"2021A000011124","01","Country","Canada","AHAD",410,0.0014,6724,375,0.0025,3229,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AHLAM",735,0.0025,4357,,,,"...",655,0.0044,2521,""
2021,"2021A000011124","01","Country","Canada","AHMAD",10275,0.0345,604,10040,0.0675,286,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AHMED",16115,0.0541,404,15485,0.1042,193,"",630,0.0042,2625,""
2021,"2021A000011124","01","Country","Canada","AHMET",755,0.0025,4266,715,0.0048,2011,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AHSAN",895,0.003,3738,805,0.0054,1826,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AI",1955,0.0066,2067,290,0.002,3930,"",1665,0.0112,1212,""
2021,"2021A000011124","01","Country","Canada","AICHA",1590,0.0053,2424,,,,"...",1575,0.0105,1265,""
2021,"2021A000011124","01","Country","Canada","AIDA",3060,0.0103,1472,,,,"...",3040,0.0204,795,""
2021,"2021A000011124","01","Country","Canada","AIDAN",13020,0.0437,487,12570,0.0845,232,"",450,0.003,3440,""
2021,"2021A000011124","01","Country","Canada","AIDEN",15225,0.0511,431,14990,0.1008,206,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AIDYN",260,0.0009,9211,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","AIKAM",510,0.0017,5792,320,0.0022,3650,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AILA",625,0.0021,4933,,,,"...",600,0.004,2742,""
2021,"2021A000011124","01","Country","Canada","AILEEN",2925,0.0098,1540,,,,"...",2900,0.0194,824,""
2021,"2021A000011124","01","Country","Canada","AILI",265,0.0009,9108,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","AILSA",315,0.0011,8080,,,,"...",305,0.002,4622,""
2021,"2021A000011124","01","Country","Canada","AIMAN",680,0.0023,4601,375,0.0025,3229,"",300,0.002,4674,""
2021,"2021A000011124","01","Country","Canada","AIME",1230,0.0041,2884,1000,0.0067,1542,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AIMEE",4395,0.0147,1143,,,,"...",4310,0.0289,614,""
2021,"2021A000011124","01","Country","Canada","AINA",335,0.0011,7742,,,,"...",300,0.002,4674,""
2021,"2021A000011124","01","Country","Canada","AINSLEY",2965,0.01,1523,,,,"...",2760,0.0185,860,""
2021,"2021A000011124","01","Country","Canada","AINSLIE",435,0.0015,6448,,,,"...",400,0.0027,3781,""
2021,"2021A000011124","01","Country","Canada","AIRA",340,0.0011,7662,,,,"...",340,0.0023,4241,""
2021,"2021A000011124","01","Country","Canada","AISHA",4315,0.0145,1165,,,,"...",4285,0.0287,616,""
2021,"2021A000011124","01","Country","Canada","AISHWARYA",400,0.0013,6860,,,,"...",385,0.0026,3895,""
2021,"2021A000011124","01","Country","Canada","AISLING",295,0.001,8460,,,,"...",290,0.0019,4770,""
2021,"2021A000011124","01","Country","Canada","AISLINN",485,0.0016,5985,,,,"...",470,0.0031,3338,""
2021,"2021A000011124","01","Country","Canada","AISSATA",270,0.0009,9003,,,,"...",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","AISSATOU",535,0.0018,5597,,,,"...",530,0.0035,3025,""
2021,"2021A000011124","01","Country","Canada","AIYANA",415,0.0014,6675,,,,"...",400,0.0027,3781,""
2021,"2021A000011124","01","Country","Canada","AIZA",735,0.0025,4357,,,,"...",720,0.0048,2336,""
2021,"2021A000011124","01","Country","Canada","AJ",635,0.0021,4862,565,0.0038,2406,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AJA",290,0.001,8548,,,,"...",275,0.0018,4962,""
2021,"2021A000011124","01","Country","Canada","AJAIB",300,0.001,8358,250,0.0017,4378,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AJAY",2370,0.008,1778,2345,0.0158,775,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AJIT",1160,0.0039,3022,995,0.0067,1551,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AJMAL",325,0.0011,7901,280,0.0019,4031,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AJMER",410,0.0014,6724,300,0.002,3825,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKANKSHA",265,0.0009,9108,,,,"...",265,0.0018,5120,""
2021,"2021A000011124","01","Country","Canada","AKASH",1360,0.0046,2687,1315,0.0088,1242,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKASHDEEP",720,0.0024,4428,645,0.0043,2179,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKBAR",720,0.0024,4428,665,0.0045,2126,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKEEM",385,0.0013,7044,340,0.0023,3478,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKHIL",600,0.002,5083,600,0.004,2296,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKHTAR",475,0.0016,6066,260,0.0017,4270,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKIKO",435,0.0015,6448,,,,"...",425,0.0028,3594,""
2021,"2021A000011124","01","Country","Canada","AKIRA",680,0.0023,4601,290,0.002,3930,"",390,0.0026,3860,""
2021,"2021A000011124","01","Country","Canada","AKRAM",1390,0.0047,2645,1060,0.0071,1463,"",330,0.0022,4355,""
2021,"2021A000011124","01","Country","Canada","AKSEL",530,0.0018,5645,490,0.0033,2675,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKSHAY",1105,0.0037,3135,1095,0.0074,1424,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","AKSHAYA",275,0.0009,8885,,,,"...",260,0.0017,5174,""
2021,"2021A000011124","01","Country","Canada","AL",3510,0.0118,1342,2880,0.0194,670,"",625,0.0042,2645,""
2021,"2021A000011124","01","Country","Canada","ALA",700,0.0023,4516,255,0.0017,4330,"",445,0.003,3476,""
2021,"2021A000011124","01","Country","Canada","ALAA",2015,0.0068,2015,895,0.006,1676,"",1125,0.0075,1636,""
2021,"2021A000011124","01","Country","Canada","ALAIN",43985,0.1476,109,43830,0.2948,57,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALAINA",1610,0.0054,2404,,,,"...",1605,0.0107,1244,""
2021,"2021A000011124","01","Country","Canada","ALAM",485,0.0016,5985,360,0.0024,3326,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALAN",25955,0.0871,238,25825,0.1737,123,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALANA",6245,0.021,893,,,,"...",6195,0.0415,461,""
2021,"2021A000011124","01","Country","Canada","ALANAH",420,0.0014,6610,,,,"...",395,0.0026,3821,""
2021,"2021A000011124","01","Country","Canada","ALANE",300,0.001,8358,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALANNA",3930,0.0132,1242,,,,"...",3900,0.0261,655,""
2021,"2021A000011124","01","Country","Canada","ALANNAH",1355,0.0045,2697,,,,"...",1325,0.0089,1436,""
2021,"2021A000011124","01","Country","Canada","ALASDAIR",330,0.0011,7827,320,0.0022,3650,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALASTAIR",995,0.0033,3428,995,0.0067,1551,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALAYA",295,0.001,8460,,,,"...",290,0.0019,4770,""
2021,"2021A000011124","01","Country","Canada","ALAYNA",1285,0.0043,2808,,,,"...",1280,0.0086,1481,""
2021,"2021A000011124","01","Country","Canada","ALBA",1145,0.0038,3054,,,,"...",1110,0.0074,1652,""
2021,"2021A000011124","01","Country","Canada","ALBAN",640,0.0021,4829,600,0.004,2296,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALBERT",20030,0.0672,319,19795,0.1331,153,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALBERTA",935,0.0031,3592,,,,"...",910,0.0061,1944,""
2021,"2021A000011124","01","Country","Canada","ALBERTE",295,0.001,8460,,,,"...",275,0.0018,4962,""
2021,"2021A000011124","01","Country","Canada","ALBERTINA",275,0.0009,8885,,,,"...",275,0.0018,4962,""
2021,"2021A000011124","01","Country","Canada","ALBERTINE",405,0.0014,6789,,,,"...",395,0.0026,3821,""
2021,"2021A000011124","01","Country","Canada","ALBERTO",3230,0.0108,1422,3210,0.0216,625,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALBIN",375,0.0013,7153,350,0.0024,3390,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALBINA",660,0.0022,4704,,,,"...",650,0.0044,2540,""
2021,"2021A000011124","01","Country","Canada","ALBINO",270,0.0009,9003,260,0.0017,4270,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALCIDE",520,0.0017,5720,500,0.0034,2635,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","ALDA",780,0.0026,4141,,,,"...",765,0.0051,2225,""
2021,"2021A000011124","01","Country","Canada","ALDEA",260,0.0009,9211,,,,"...",,,,"..."
