CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,FIRST_NAME,GENDER_TOTAL_COUNT,GENDER_TOTAL_PERCENTAGE,GENDER_TOTAL_RANK,MEN+_COUNT,MEN+_PERCENTAGE,MEN+_RANK,MEN+_SYMBOL,WOMEN+_COUNT,WOMEN+_PERCENTAGE,WOMEN+_RANK,WOMEN+_SYMBOL
2021,"2021A000011124","01","Country","Canada","MANVEER",880,0.003,3774,590,0.004,2327,"",285,0.0019,4835,""
2021,"2021A000011124","01","Country","Canada","MANVIR",1090,0.0037,3171,745,0.005,1937,"",350,0.0023,4165,""
2021,"2021A000011124","01","Country","Canada","MANY",310,0.001,8181,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MAO",535,0.0018,5597,320,0.0022,3650,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARA",3740,0.0126,1291,,,,"...",3495,0.0234,713,""
2021,"2021A000011124","01","Country","Canada","MARAH",275,0.0009,8885,,,,"...",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","MARAL",770,0.0026,4184,,,,"...",580,0.0039,2817,""
2021,"2021A000011124","01","Country","Canada","MARAM",1025,0.0034,3332,,,,"...",860,0.0058,2028,""
2021,"2021A000011124","01","Country","Canada","MARANDA",445,0.0015,6348,,,,"...",400,0.0027,3781,""
2021,"2021A000011124","01","Country","Canada","MARC",52730,0.177,81,52565,0.3536,47,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARC-ALEXANDRE",435,0.0015,6448,430,0.0029,2941,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARC-ANDRE",12280,0.0412,514,12245,0.0824,237,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARC-ANTOINE",6025,0.0202,923,6020,0.0405,420,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCEL",26470,0.0888,233,26095,0.1755,122,"",375,0.0025,3960,""
2021,"2021A000011124","01","Country","Canada","MARCELA",1525,0.0051,2481,,,,"...",1505,0.0101,1309,""
2021,"2021A000011124","01","Country","Canada","MARCELINA",375,0.0013,7153,,,,"...",375,0.0025,3960,""
2021,"2021A000011124","01","Country","Canada","MARCELINE",350,0.0012,7507,,,,"...",340,0.0023,4241,""
2021,"2021A000011124","01","Country","Canada","MARCELINO",370,0.0012,7213,365,0.0025,3300,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCELLA",1980,0.0066,2040,,,,"...",1955,0.0131,1075,""
2021,"2021A000011124","01","Country","Canada","MARCELLE",4105,0.0138,1209,,,,"...",4010,0.0269,645,""
2021,"2021A000011124","01","Country","Canada","MARCELLIN",330,0.0011,7827,320,0.0022,3650,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCELLO",1220,0.0041,2906,1210,0.0081,1314,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCELO",1660,0.0056,2348,1645,0.0111,1034,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARC-ETIENNE",315,0.0011,8080,315,0.0021,3697,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCI",575,0.0019,5270,,,,"...",530,0.0035,3025,""
2021,"2021A000011124","01","Country","Canada","MARCIA",5795,0.0194,941,,,,"...",5765,0.0386,483,""
2021,"2021A000011124","01","Country","Canada","MARCIE",945,0.0032,3554,,,,"...",935,0.0063,1896,""
2021,"2021A000011124","01","Country","Canada","MARCIN",980,0.0033,3463,960,0.0065,1603,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCIO",345,0.0012,7586,345,0.0023,3437,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCO",15080,0.0506,435,15060,0.1013,204,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARC-OLIVIER",2755,0.0092,1614,2755,0.0185,696,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCOS",1510,0.0051,2496,1500,0.0101,1113,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCUS",12770,0.0429,497,12720,0.0856,230,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARCY",1205,0.004,2937,,,,"...",1175,0.0079,1579,""
2021,"2021A000011124","01","Country","Canada","MARE",1060,0.0036,3240,375,0.0025,3229,"",680,0.0046,2447,""
2021,"2021A000011124","01","Country","Canada","MAREK",2985,0.01,1515,2905,0.0195,665,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MAREN",1180,0.004,2981,,,,"...",960,0.0064,1853,""
2021,"2021A000011124","01","Country","Canada","MARG",905,0.003,3704,,,,"...",800,0.0054,2152,""
2021,"2021A000011124","01","Country","Canada","MARGARET",66540,0.2233,49,405,0.0027,3064,"",66130,0.4429,22,""
2021,"2021A000011124","01","Country","Canada","MARGARETA",385,0.0013,7044,,,,"...",380,0.0025,3926,""
2021,"2021A000011124","01","Country","Canada","MARGARETE",430,0.0014,6516,,,,"...",430,0.0029,3564,""
2021,"2021A000011124","01","Country","Canada","MARGARETHA",930,0.0031,3609,,,,"...",925,0.0062,1912,""
2021,"2021A000011124","01","Country","Canada","MARGARETTE",340,0.0011,7662,,,,"...",340,0.0023,4241,""
2021,"2021A000011124","01","Country","Canada","MARGARIDA",580,0.0019,5229,,,,"...",580,0.0039,2817,""
2021,"2021A000011124","01","Country","Canada","MARGARITA",2570,0.0086,1700,,,,"...",2565,0.0172,910,""
2021,"2021A000011124","01","Country","Canada","MARGART",295,0.001,8460,,,,"...",280,0.0019,4898,""
2021,"2021A000011124","01","Country","Canada","MARGAUX",760,0.0026,4245,,,,"...",750,0.005,2262,""
2021,"2021A000011124","01","Country","Canada","MARGE",410,0.0014,6724,,,,"...",340,0.0023,4241,""
2021,"2021A000011124","01","Country","Canada","MARGERY",590,0.002,5152,,,,"...",580,0.0039,2817,""
2021,"2021A000011124","01","Country","Canada","MARGHERITA",565,0.0019,5345,,,,"...",565,0.0038,2872,""
2021,"2021A000011124","01","Country","Canada","MARGIE",850,0.0029,3872,,,,"...",840,0.0056,2070,""
2021,"2021A000011124","01","Country","Canada","MARGIT",500,0.0017,5869,,,,"...",500,0.0033,3187,""
2021,"2021A000011124","01","Country","Canada","MARGO",2635,0.0088,1680,,,,"...",2575,0.0172,907,""
2021,"2021A000011124","01","Country","Canada","MARGOT",3550,0.0119,1333,,,,"...",3530,0.0236,705,""
2021,"2021A000011124","01","Country","Canada","MARGRET",1210,0.0041,2925,,,,"...",1195,0.008,1561,""
2021,"2021A000011124","01","Country","Canada","MARGUERITE",9350,0.0314,654,,,,"...",9230,0.0618,343,""
2021,"2021A000011124","01","Country","Canada","MARI",1335,0.0045,2737,,,,"...",1230,0.0082,1522,""
2021,"2021A000011124","01","Country","Canada","MARIA",116580,0.3912,9,430,0.0029,2941,"",116145,0.7779,1,""
2021,"2021A000011124","01","Country","Canada","MARIAH",3265,0.011,1409,,,,"...",3230,0.0216,755,""
2021,"2021A000011124","01","Country","Canada","MARIAM",7385,0.0248,773,,,,"...",7360,0.0493,393,""
2021,"2021A000011124","01","Country","Canada","MARIAMA",790,0.0027,4090,,,,"...",775,0.0052,2198,""
2021,"2021A000011124","01","Country","Canada","MARIAN",6745,0.0226,836,1185,0.008,1333,"",5565,0.0373,493,""
2021,"2021A000011124","01","Country","Canada","MARIANA",4245,0.0142,1184,,,,"...",4230,0.0283,622,""
2021,"2021A000011124","01","Country","Canada","MARIANE",1870,0.0063,2132,,,,"...",1840,0.0123,1121,""
2021,"2021A000011124","01","Country","Canada","MARIANN",470,0.0016,6111,,,,"...",450,0.003,3440,""
2021,"2021A000011124","01","Country","Canada","MARIANNA",2070,0.0069,1967,,,,"...",2060,0.0138,1047,""
2021,"2021A000011124","01","Country","Canada","MARIANNE",14895,0.05,438,,,,"...",14850,0.0995,218,""
2021,"2021A000011124","01","Country","Canada","MARIANO",800,0.0027,4051,750,0.005,1933,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARIBEL",1105,0.0037,3135,,,,"...",1095,0.0073,1668,""
2021,"2021A000011124","01","Country","Canada","MARIBETH",405,0.0014,6789,,,,"...",400,0.0027,3781,""
2021,"2021A000011124","01","Country","Canada","MARICA",570,0.0019,5307,,,,"...",510,0.0034,3133,""
2021,"2021A000011124","01","Country","Canada","MARICAR",445,0.0015,6348,,,,"...",445,0.003,3476,""
2021,"2021A000011124","01","Country","Canada","MARICEL",1225,0.0041,2895,,,,"...",1175,0.0079,1579,""
2021,"2021A000011124","01","Country","Canada","MARICRIS",345,0.0012,7586,,,,"...",345,0.0023,4205,""
2021,"2021A000011124","01","Country","Canada","MARIE",64590,0.2168,51,405,0.0027,3064,"",64185,0.4299,23,""
2021,"2021A000011124","01","Country","Canada","MARIE-ANDREE",3100,0.0104,1463,,,,"...",3095,0.0207,789,""
2021,"2021A000011124","01","Country","Canada","MARIE-ANGE",1020,0.0034,3350,,,,"...",995,0.0067,1790,""
2021,"2021A000011124","01","Country","Canada","MARIEANNE",415,0.0014,6675,,,,"...",400,0.0027,3781,""
2021,"2021A000011124","01","Country","Canada","MARIE-ANNE",1585,0.0053,2431,,,,"...",1575,0.0105,1265,""
2021,"2021A000011124","01","Country","Canada","MARIE-CHANTAL",720,0.0024,4428,,,,"...",715,0.0048,2353,""
2021,"2021A000011124","01","Country","Canada","MARIE-CHANTALE",270,0.0009,9003,,,,"...",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","MARIE-CHRISTINE",3330,0.0112,1391,,,,"...",3325,0.0223,741,""
2021,"2021A000011124","01","Country","Canada","MARIE-CLAIRE",2370,0.008,1778,,,,"...",2340,0.0157,959,""
2021,"2021A000011124","01","Country","Canada","MARIE-CLAUDE",12155,0.0408,523,,,,"...",12145,0.0813,270,""
2021,"2021A000011124","01","Country","Canada","MARIE-ELAINE",435,0.0015,6448,,,,"...",435,0.0029,3537,""
2021,"2021A000011124","01","Country","Canada","MARIE-EVE",14460,0.0485,445,,,,"...",14435,0.0967,224,""
2021,"2021A000011124","01","Country","Canada","MARIE-FRANCE",5210,0.0175,993,,,,"...",5200,0.0348,515,""
2021,"2021A000011124","01","Country","Canada","MARIE-HELENE",4375,0.0147,1149,,,,"...",4370,0.0293,609,""
2021,"2021A000011124","01","Country","Canada","MARIE-JEANNE",1335,0.0045,2737,,,,"...",1310,0.0088,1449,""
2021,"2021A000011124","01","Country","Canada","MARIE-JOELLE",395,0.0013,6924,,,,"...",395,0.0026,3821,""
2021,"2021A000011124","01","Country","Canada","MARIE-JOSE",345,0.0012,7586,,,,"...",345,0.0023,4205,""
2021,"2021A000011124","01","Country","Canada","MARIE-JOSEE",10250,0.0344,605,,,,"...",10245,0.0686,313,""
2021,"2021A000011124","01","Country","Canada","MARIE-JULIE",300,0.001,8358,,,,"...",300,0.002,4674,""
2021,"2021A000011124","01","Country","Canada","MARIEL",850,0.0029,3872,,,,"...",740,0.005,2284,""
2021,"2021A000011124","01","Country","Canada","MARIELA",680,0.0023,4601,,,,"...",670,0.0045,2478,""
2021,"2021A000011124","01","Country","Canada","MARIE-LAURE",430,0.0014,6516,,,,"...",420,0.0028,3633,""
2021,"2021A000011124","01","Country","Canada","MARIE-LAURENCE",655,0.0022,4739,,,,"...",655,0.0044,2521,""
2021,"2021A000011124","01","Country","Canada","MARIE-LINE",570,0.0019,5307,,,,"...",570,0.0038,2855,""
2021,"2021A000011124","01","Country","Canada","MARIE-LISE",365,0.0012,7283,,,,"...",370,0.0025,4004,""
2021,"2021A000011124","01","Country","Canada","MARIELLA",595,0.002,5111,,,,"...",590,0.004,2774,""
2021,"2021A000011124","01","Country","Canada","MARIELLE",6570,0.022,854,,,,"...",6505,0.0436,437,""
2021,"2021A000011124","01","Country","Canada","MARIE-LOU",935,0.0031,3592,,,,"...",935,0.0063,1896,""
2021,"2021A000011124","01","Country","Canada","MARIE-LOUISE",595,0.002,5111,,,,"...",595,0.004,2756,""
2021,"2021A000011124","01","Country","Canada","MARIE-LYNE",600,0.002,5083,,,,"...",600,0.004,2742,""
2021,"2021A000011124","01","Country","Canada","MARIEM",440,0.0015,6395,,,,"...",440,0.0029,3507,""
2021,"2021A000011124","01","Country","Canada","MARIE-MARTHE",585,0.002,5188,,,,"...",575,0.0039,2834,""
2021,"2021A000011124","01","Country","Canada","MARIE-MICHELE",1395,0.0047,2638,,,,"...",1390,0.0093,1381,""
2021,"2021A000011124","01","Country","Canada","MARIE-MICHELLE",775,0.0026,4162,,,,"...",770,0.0052,2213,""
2021,"2021A000011124","01","Country","Canada","MARIE-NOEL",385,0.0013,7044,,,,"...",380,0.0025,3926,""
2021,"2021A000011124","01","Country","Canada","MARIE-NOELLE",935,0.0031,3592,,,,"...",935,0.0063,1896,""
2021,"2021A000011124","01","Country","Canada","MARIE-PASCALE",285,0.001,8652,,,,"...",285,0.0019,4835,""
2021,"2021A000011124","01","Country","Canada","MARIE-PAULE",2245,0.0075,1846,,,,"...",2190,0.0147,1007,""
2021,"2021A000011124","01","Country","Canada","MARIE-PHILIPPE",435,0.0015,6448,,,,"...",435,0.0029,3537,""
2021,"2021A000011124","01","Country","Canada","MARIE-PIER",8175,0.0274,711,,,,"...",8165,0.0547,365,""
2021,"2021A000011124","01","Country","Canada","MARIE-PIERRE",2010,0.0067,2018,,,,"...",2010,0.0135,1058,""
2021,"2021A000011124","01","Country","Canada","MARIE-REINE",550,0.0018,5458,,,,"...",540,0.0036,2976,""
2021,"2021A000011124","01","Country","Canada","MARIE-ROSE",890,0.003,3749,,,,"...",880,0.0059,1996,""
2021,"2021A000011124","01","Country","Canada","MARIE-SOLEIL",2005,0.0067,2021,,,,"...",1995,0.0134,1065,""
2021,"2021A000011124","01","Country","Canada","MARIETA",390,0.0013,6987,,,,"...",385,0.0026,3895,""
2021,"2021A000011124","01","Country","Canada","MARIE-THERESE",945,0.0032,3554,,,,"...",935,0.0063,1896,""
2021,"2021A000011124","01","Country","Canada","MARIETTA",800,0.0027,4051,,,,"...",800,0.0054,2152,""
2021,"2021A000011124","01","Country","Canada","MARIETTE",4920,0.0165,1035,,,,"...",4845,0.0325,546,""
2021,"2021A000011124","01","Country","Canada","MARIEVE",1040,0.0035,3291,,,,"...",1030,0.0069,1739,""
2021,"2021A000011124","01","Country","Canada","MARIFE",290,0.001,8548,,,,"...",290,0.0019,4770,""
2021,"2021A000011124","01","Country","Canada","MARIIA",485,0.0016,5985,,,,"...",485,0.0032,3271,""
2021,"2021A000011124","01","Country","Canada","MARIJA",1745,0.0059,2256,,,,"...",1720,0.0115,1178,""
2021,"2021A000011124","01","Country","Canada","MARIJAN",300,0.001,8358,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARIJANA",350,0.0012,7507,,,,"...",345,0.0023,4205,""
2021,"2021A000011124","01","Country","Canada","MARIKA",2440,0.0082,1744,,,,"...",2430,0.0163,940,""
2021,"2021A000011124","01","Country","Canada","MARIKO",435,0.0015,6448,,,,"...",420,0.0028,3633,""
2021,"2021A000011124","01","Country","Canada","MARILEE",475,0.0016,6066,,,,"...",460,0.0031,3382,""
2021,"2021A000011124","01","Country","Canada","MARILENA",505,0.0017,5826,,,,"...",500,0.0033,3187,""
2021,"2021A000011124","01","Country","Canada","MARILENE",430,0.0014,6516,,,,"...",425,0.0028,3594,""
2021,"2021A000011124","01","Country","Canada","MARILIE",535,0.0018,5597,,,,"...",525,0.0035,3052,""
2021,"2021A000011124","01","Country","Canada","MARILOU",5515,0.0185,961,,,,"...",5495,0.0368,499,""
2021,"2021A000011124","01","Country","Canada","MARILY",380,0.0013,7091,,,,"...",360,0.0024,4093,""
2021,"2021A000011124","01","Country","Canada","MARILYN",30055,0.1009,198,,,,"...",29960,0.2007,93,""
2021,"2021A000011124","01","Country","Canada","MARILYNE",1980,0.0066,2040,,,,"...",1975,0.0132,1068,""
2021,"2021A000011124","01","Country","Canada","MARILYNN",710,0.0024,4468,,,,"...",705,0.0047,2377,""
2021,"2021A000011124","01","Country","Canada","MARILYNNE",270,0.0009,9003,,,,"...",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","MARIN",1215,0.0041,2918,590,0.004,2327,"",630,0.0042,2625,""
2021,"2021A000011124","01","Country","Canada","MARINA",11335,0.038,557,,,,"...",11295,0.0757,288,""
2021,"2021A000011124","01","Country","Canada","MARINE",1655,0.0056,2352,,,,"...",1620,0.0109,1233,""
2021,"2021A000011124","01","Country","Canada","MARINO",625,0.0021,4933,560,0.0038,2421,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARINUS",365,0.0012,7283,325,0.0022,3600,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARIO",40460,0.1358,126,40340,0.2713,67,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARIOLA",345,0.0012,7586,,,,"...",340,0.0023,4241,""
2021,"2021A000011124","01","Country","Canada","MARION",14915,0.0501,437,470,0.0032,2768,"",14445,0.0967,223,""
2021,"2021A000011124","01","Country","Canada","MARIS",435,0.0015,6448,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARISA",4405,0.0148,1139,,,,"...",4390,0.0294,600,""
2021,"2021A000011124","01","Country","Canada","MARISE",1010,0.0034,3375,,,,"...",1005,0.0067,1777,""
2021,"2021A000011124","01","Country","Canada","MARISOL",1030,0.0035,3322,,,,"...",1025,0.0069,1746,""
2021,"2021A000011124","01","Country","Canada","MARISSA",6765,0.0227,834,,,,"...",6730,0.0451,421,""
2021,"2021A000011124","01","Country","Canada","MARITA",815,0.0027,4003,,,,"...",805,0.0054,2140,""
2021,"2021A000011124","01","Country","Canada","MARITES",1220,0.0041,2906,,,,"...",1200,0.008,1557,""
2021,"2021A000011124","01","Country","Canada","MARITZA",685,0.0023,4577,,,,"...",680,0.0046,2447,""
2021,"2021A000011124","01","Country","Canada","MARIUM",370,0.0012,7213,,,,"...",355,0.0024,4128,""
2021,"2021A000011124","01","Country","Canada","MARIUS",2500,0.0084,1721,2460,0.0165,755,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARIUSZ",720,0.0024,4428,710,0.0048,2020,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARIVIC",660,0.0022,4704,,,,"...",655,0.0044,2521,""
2021,"2021A000011124","01","Country","Canada","MARIYA",1295,0.0043,2788,,,,"...",1285,0.0086,1476,""
2021,"2021A000011124","01","Country","Canada","MARIYAM",260,0.0009,9211,,,,"...",260,0.0017,5174,""
2021,"2021A000011124","01","Country","Canada","MARJA",475,0.0016,6066,,,,"...",425,0.0028,3594,""
2021,"2021A000011124","01","Country","Canada","MARJAN",950,0.0032,3542,,,,"...",730,0.0049,2303,""
2021,"2021A000011124","01","Country","Canada","MARJOLAINE",4460,0.015,1125,,,,"...",4445,0.0298,593,""
2021,"2021A000011124","01","Country","Canada","MARJORIE",12985,0.0436,489,,,,"...",12895,0.0864,250,""
2021,"2021A000011124","01","Country","Canada","MARJORY",760,0.0026,4245,,,,"...",755,0.0051,2254,""
2021,"2021A000011124","01","Country","Canada","MARK",91345,0.3065,23,90895,0.6114,17,"",450,0.003,3440,""
2021,"2021A000011124","01","Country","Canada","MARKO",2815,0.0094,1583,2755,0.0185,696,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARKUS",3055,0.0103,1477,3025,0.0203,641,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARLA",2830,0.0095,1578,,,,"...",2800,0.0188,847,""
2021,"2021A000011124","01","Country","Canada","MARLAINE",475,0.0016,6066,,,,"...",465,0.0031,3359,""
2021,"2021A000011124","01","Country","Canada","MARLE",275,0.0009,8885,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARLEE",1250,0.0042,2855,,,,"...",1205,0.0081,1551,""
2021,"2021A000011124","01","Country","Canada","MARLEEN",650,0.0022,4774,,,,"...",610,0.0041,2704,""
2021,"2021A000011124","01","Country","Canada","MARLEN",370,0.0012,7213,,,,"...",260,0.0017,5174,""
2021,"2021A000011124","01","Country","Canada","MARLENA",695,0.0023,4531,,,,"...",690,0.0046,2418,""
2021,"2021A000011124","01","Country","Canada","MARLENE",20825,0.0699,305,,,,"...",20755,0.139,151,""
2021,"2021A000011124","01","Country","Canada","MARLEY",2440,0.0082,1744,335,0.0023,3520,"",2100,0.0141,1030,""
2021,"2021A000011124","01","Country","Canada","MARLIE",375,0.0013,7153,,,,"...",360,0.0024,4093,""
2021,"2021A000011124","01","Country","Canada","MARLIES",310,0.001,8181,,,,"...",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","MARLIN",665,0.0022,4676,445,0.003,2881,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARLINE",380,0.0013,7091,,,,"...",365,0.0024,4052,""
2021,"2021A000011124","01","Country","Canada","MARLO",920,0.0031,3649,430,0.0029,2941,"",495,0.0033,3211,""
2021,"2021A000011124","01","Country","Canada","MARLON",2740,0.0092,1619,2655,0.0179,714,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARLOW",275,0.0009,8885,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARLOWE",675,0.0023,4627,,,,"...",480,0.0032,3297,""
2021,"2021A000011124","01","Country","Canada","MARLY",410,0.0014,6724,,,,"...",375,0.0025,3960,""
2021,"2021A000011124","01","Country","Canada","MARLYN",1230,0.0041,2884,,,,"...",1205,0.0081,1551,""
2021,"2021A000011124","01","Country","Canada","MARLYNE",375,0.0013,7153,,,,"...",370,0.0025,4004,""
2021,"2021A000011124","01","Country","Canada","MARM",275,0.0009,8885,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARNA",665,0.0022,4676,,,,"...",495,0.0033,3211,""
2021,"2021A000011124","01","Country","Canada","MARNI",865,0.0029,3828,,,,"...",785,0.0053,2188,""
2021,"2021A000011124","01","Country","Canada","MARNIE",2325,0.0078,1801,,,,"...",2260,0.0151,986,""
2021,"2021A000011124","01","Country","Canada","MAROUN",325,0.0011,7901,275,0.0018,4079,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARQUIS",615,0.0021,4993,550,0.0037,2459,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARRY",420,0.0014,6610,,,,"...",295,0.002,4730,""
2021,"2021A000011124","01","Country","Canada","MARSHA",3750,0.0126,1289,,,,"...",3720,0.0249,684,""
2021,"2021A000011124","01","Country","Canada","MARSHAL",515,0.0017,5753,485,0.0033,2699,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARSHALL",4600,0.0154,1094,4280,0.0288,524,"",325,0.0022,4403,""
2021,"2021A000011124","01","Country","Canada","MARTA",4280,0.0144,1172,,,,"...",4215,0.0282,625,""
2021,"2021A000011124","01","Country","Canada","MARTEN",360,0.0012,7358,335,0.0023,3520,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARTHA",10935,0.0367,577,,,,"...",10850,0.0727,299,""
2021,"2021A000011124","01","Country","Canada","MARTHE",3170,0.0106,1440,,,,"...",3125,0.0209,778,""
2021,"2021A000011124","01","Country","Canada","MARTIAL",1585,0.0053,2431,1535,0.0103,1088,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARTIN",63395,0.2127,54,62160,0.4181,33,"",1240,0.0083,1511,""
2021,"2021A000011124","01","Country","Canada","MARTINA",3485,0.0117,1353,,,,"...",3455,0.0231,720,""
2021,"2021A000011124","01","Country","Canada","MARTINE",19265,0.0647,335,,,,"...",19215,0.1287,167,""
2021,"2021A000011124","01","Country","Canada","MARTINEZ",525,0.0018,5682,255,0.0017,4330,"",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","MARTINS",310,0.001,8181,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARTY",1930,0.0065,2089,1780,0.012,948,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARTYN",530,0.0018,5645,505,0.0034,2614,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARVA",495,0.0017,5907,,,,"...",445,0.003,3476,""
2021,"2021A000011124","01","Country","Canada","MARVEN",285,0.001,8652,265,0.0018,4207,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARVIN",6240,0.0209,894,6175,0.0415,410,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARWA",2535,0.0085,1707,,,,"...",2400,0.0161,945,""
2021,"2021A000011124","01","Country","Canada","MARWAN",1230,0.0041,2884,1175,0.0079,1341,"",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARX",305,0.001,8273,,,,"...",,,,"..."
2021,"2021A000011124","01","Country","Canada","MARY",111280,0.3734,11,695,0.0047,2052,"",110580,0.7406,2,""
2021,"2021A000011124","01","Country","Canada","MARYA",505,0.0017,5826,,,,"...",500,0.0033,3187,""
2021,"2021A000011124","01","Country","Canada","MARYAM",9220,0.0309,663,,,,"...",9205,0.0617,345,""
2021,"2021A000011124","01","Country","Canada","MARYAN",565,0.0019,5345,,,,"...",525,0.0035,3052,""
2021,"2021A000011124","01","Country","Canada","MARYANN",3470,0.0116,1359,,,,"...",3445,0.0231,721,""
2021,"2021A000011124","01","Country","Canada","MARY-ANN",1005,0.0034,3387,,,,"...",1005,0.0067,1777,""
2021,"2021A000011124","01","Country","Canada","MARYANNE",2245,0.0075,1846,,,,"...",2235,0.015,993,""
2021,"2021A000011124","01","Country","Canada","MARY-ANNE",850,0.0029,3872,,,,"...",850,0.0057,2046,""
2021,"2021A000011124","01","Country","Canada","MARYBETH",275,0.0009,8885,,,,"...",275,0.0018,4962,""
2021,"2021A000011124","01","Country","Canada","MARYELLEN",455,0.0015,6247,,,,"...",450,0.003,3440,""
2021,"2021A000011124","01","Country","Canada","MARY-ELLEN",440,0.0015,6395,,,,"...",440,0.0029,3507,""
2021,"2021A000011124","01","Country","Canada","MARYJANE",915,0.0031,3667,,,,"...",910,0.0061,1944,""
2021,"2021A000011124","01","Country","Canada","MARY-JANE",510,0.0017,5792,,,,"...",510,0.0034,3133,""
2021,"2021A000011124","01","Country","Canada","MARYLEE",340,0.0011,7662,,,,"...",330,0.0022,4355,""
2021,"2021A000011124","01","Country","Canada","MARYLENE",1140,0.0038,3070,,,,"...",1135,0.0076,1623,""
2021,"2021A000011124","01","Country","Canada","MARYLIE",265,0.0009,9108,,,,"...",270,0.0018,5051,""
2021,"2021A000011124","01","Country","Canada","MARYLIN",415,0.0014,6675,,,,"...",385,0.0026,3895,""
2021,"2021A000011124","01","Country","Canada","MARYLINE",565,0.0019,5345,,,,"...",560,0.0038,2888,""
2021,"2021A000011124","01","Country","Canada","MARYLOU",1900,0.0064,2108,,,,"...",1890,0.0127,1102,""
2021,"2021A000011124","01","Country","Canada","MARY-LOU",440,0.0015,6395,,,,"...",435,0.0029,3537,""
2021,"2021A000011124","01","Country","Canada","MARYLYN",280,0.0009,8758,,,,"...",280,0.0019,4898,""
2021,"2021A000011124","01","Country","Canada","MARYLYNN",285,0.001,8652,,,,"...",290,0.0019,4770,""
2021,"2021A000011124","01","Country","Canada","MARY-LYNN",250,0.0008,9426,,,,"...",250,0.0017,5293,""
2021,"2021A000011124","01","Country","Canada","MARYN",510,0.0017,5792,,,,"...",445,0.003,3476,""
2021,"2021A000011124","01","Country","Canada","MARYNA",780,0.0026,4141,,,,"...",775,0.0052,2198,""
2021,"2021A000011124","01","Country","Canada","MARYSE",9375,0.0315,650,,,,"...",9360,0.0627,337,""
2021,"2021A000011124","01","Country","Canada","MARZENA",450,0.0015,6298,,,,"...",430,0.0029,3564,""
2021,"2021A000011124","01","Country","Canada","MARZIA",275,0.0009,8885,,,,"...",275,0.0018,4962,""
2021,"2021A000011124","01","Country","Canada","MARZIEH",360,0.0012,7358,,,,"...",360,0.0024,4093,""
2021,"2021A000011124","01","Country","Canada","MASA",290,0.001,8548,,,,"...",280,0.0019,4898,""
